INSERT INTO coche (Id_coche,id_cliente,matricula,marca,color,transmision,marca_neumaticos)
VALUES
('1', '3149', 'CAU-683', 'Bentley', 'Plateado', 'automatico', 'Brigdestone'),
('308', '3884', 'UAU-216', 'Mercedes-Benz', 'Crema', 'estandar', 'Dunlop'),
('309', '761', 'THI-460', 'SSC', 'Plateado', 'estandar', 'Michelin'),
('310', '2161', 'LKN-913', 'Renault', 'Crema', 'estandar', 'Pirelli'),
('311', '3849', 'MHH-646', 'Ford', 'Borgoña', 'automatico', 'Pirelli'),
('312', '1817', 'ADH-231', 'Rimac', 'Cian', 'automatico', 'Pirelli'),
('313', '2976', 'IHQ-665', 'Audi', 'Crema', 'automatico', 'Pirelli'),
('314', '4040', 'BJI-170', 'Alfa Romeo', 'Plateado', 'automatico', 'Michelin'),
('315', '3408', 'FRJ-097', 'Rimac', 'Plateado', 'automatico', 'Dunlop'),
('316', '1963', 'YLM-803', 'Porsche', 'Cian', 'estandar', 'Dunlop'),
('317', '2804', 'EZK-121', 'Tesla', 'Dorado', 'automatico', 'Dunlop'),
('318', '3068', 'RGK-439', 'Jeep', 'Crema', 'estandar', 'Brigdestone'),
('319', '1889', 'BWQ-139', 'Rimac', 'Dorado', 'automatico', 'Dunlop'),
('320', '248', 'HBM-782', 'Chevrolet', 'Cian', 'automatico', 'Pirelli'),
('321', '1273', 'IRG-194', 'Ford', 'Violeta', 'automatico', 'Michelin'),
('322', '1327', 'HME-787', 'Chrysler', 'Violeta', 'automatico', 'Pirelli'),
('323', '2492', 'FOE-858', 'Peugeot', 'Violeta', 'estandar', 'Pirelli'),
('324', '3489', 'QAY-273', 'Jeep', 'Violeta', 'estandar', 'Continental'),
('325', '2409', 'WIJ-782', 'Porsche', 'Crema', 'automatico', 'Continental'),
('326', '1039', 'LGD-745', 'Jeep', 'Crema', 'estandar', 'Brigdestone'),
('327', '907', 'VDF-078', 'Dodge', 'Borgoña', 'automatico', 'Continental'),
('328', '1004', 'QOA-057', 'Audi', 'Borgoña', 'automatico', 'Continental'),
('329', '993', 'TMJ-897', 'Koenigsegg', 'Plateado', 'estandar', 'Michelin'),
('330', '4963', 'WKH-692', 'Chrysler', 'Violeta', 'estandar', 'Brigdestone'),
('331', '3353', 'XGB-168', 'Ferrari', 'Dorado', 'automatico', 'Brigdestone'),
('332', '1102', 'AOA-043', 'Ferrari', 'Violeta', 'estandar', 'Pirelli'),
('333', '458', 'EPE-494', 'SSC', 'Violeta', 'automatico', 'Brigdestone'),
('334', '849', 'ZXI-264', 'Honda', 'Dorado', 'automatico', 'Pirelli'),
('335', '1871', 'ECO-227', 'Nissan', 'Borgoña', 'estandar', 'Brigdestone'),
('336', '3717', 'CLJ-636', 'Mazda', 'Plateado', 'estandar', 'Brigdestone'),
('337', '1888', 'BAC-177', 'Audi', 'Cian', 'automatico', 'Continental'),
('338', '624', 'UNJ-828', 'Jaguar', 'Cian', 'estandar', 'Continental'),
('339', '3527', 'EBE-752', 'Toyota', 'Cian', 'estandar', 'Michelin'),
('340', '5059', 'XPI-244', 'Land Rover', 'Cian', 'automatico', 'Pirelli'),
('341', '3802', 'SQM-366', 'Chrysler', 'Violeta', 'estandar', 'Dunlop'),
('342', '4221', 'HJY-066', 'Peugeot', 'Plateado', 'estandar', 'Brigdestone'),
('343', '2506', 'SHX-968', 'Subaru', 'Borgoña', 'estandar', 'Continental'),
('344', '105', 'PRL-959', 'SSC', 'Borgoña', 'automatico', 'Michelin'),
('345', '4156', 'ONI-658', 'Cadillac', 'Borgoña', 'automatico', 'Dunlop'),
('346', '4066', 'IVM-444', 'Koenigsegg', 'Cian', 'estandar', 'Pirelli'),
('347', '4316', 'GLC-636', 'Subaru', 'Violeta', 'automatico', 'Michelin'),
('348', '1334', 'CKE-571', 'Porsche', 'Violeta', 'automatico', 'Continental'),
('349', '4217', 'ABL-358', 'Lamborguini', 'Violeta', 'estandar', 'Michelin'),
('350', '2641', 'QIM-138', 'Tesla', 'Crema', 'automatico', 'Continental'),
('351', '2929', 'HKU-137', 'Chrysler', 'Cian', 'estandar', 'Pirelli'),
('352', '610', 'TTY-199', 'Koenigsegg', 'Crema', 'automatico', 'Michelin'),
('353', '2733', 'UUF-043', 'Dodge', 'Dorado', 'estandar', 'Pirelli'),
('354', '216', 'FTY-759', 'Dodge', 'Borgoña', 'automatico', 'Michelin'),
('355', '2341', 'DCU-499', 'Peugeot', 'Cian', 'automatico', 'Brigdestone'),
('356', '3324', 'SXK-041', 'Cadillac', 'Plateado', 'automatico', 'Dunlop'),
('357', '3391', 'MUO-237', 'Nissan', 'Borgoña', 'automatico', 'Dunlop'),
('358', '2377', 'WRJ-637', 'Hyundai', 'Crema', 'automatico', 'Pirelli'),
('359', '3226', 'DJT-959', 'Rimac', 'Plateado', 'automatico', 'Pirelli'),
('360', '566', 'DRR-508', 'Ferrari', 'Cian', 'estandar', 'Brigdestone'),
('361', '4768', 'BEP-635', 'Subaru', 'Plateado', 'estandar', 'Continental'),
('362', '615', 'YII-901', 'Jeep', 'Dorado', 'estandar', 'Continental'),
('363', '2440', 'PSY-806', 'Jaguar', 'Borgoña', 'automatico', 'Michelin'),
('364', '4978', 'HSM-335', 'Dodge', 'Dorado', 'estandar', 'Continental'),
('365', '1554', 'USV-502', 'Subaru', 'Violeta', 'estandar', 'Brigdestone'),
('366', '3224', 'DWP-036', 'Ford', 'Cian', 'automatico', 'Dunlop'),
('367', '172', 'AWI-479', 'Ford', 'Violeta', 'automatico', 'Brigdestone'),
('368', '1187', 'TOK-216', 'Ford', 'Dorado', 'automatico', 'Brigdestone'),
('369', '2280', 'QPZ-148', 'Honda', 'Crema', 'estandar', 'Dunlop'),
('370', '2077', 'PTH-177', 'Dodge', 'Borgoña', 'automatico', 'Dunlop'),
('371', '1596', 'KUN-694', 'Cadillac', 'Cian', 'automatico', 'Continental'),
('372', '3972', 'ZXU-725', 'Audi', 'Violeta', 'estandar', 'Brigdestone'),
('373', '2703', 'EEF-818', 'Rimac', 'Cian', 'automatico', 'Pirelli'),
('374', '190', 'EAE-227', 'Land Rover', 'Borgoña', 'automatico', 'Pirelli'),
('375', '2679', 'UVM-146', 'SSC', 'Dorado', 'estandar', 'Continental'),
('376', '3598', 'OVE-970', 'Mazda', 'Cian', 'estandar', 'Brigdestone'),
('377', '3337', 'QHX-241', 'Dodge', 'Borgoña', 'automatico', 'Dunlop'),
('378', '4637', 'RZG-630', 'Audi', 'Violeta', 'automatico', 'Continental'),
('379', '4887', 'UEK-042', 'Chevrolet', 'Cian', 'estandar', 'Michelin'),
('380', '1351', 'TPW-668', 'Peugeot', 'Cian', 'estandar', 'Michelin'),
('381', '4918', 'KGC-750', 'Volkswagen', 'Violeta', 'automatico', 'Dunlop'),
('382', '4510', 'WLG-568', 'Hyundai', 'Crema', 'automatico', 'Brigdestone'),
('383', '1941', 'DMZ-809', 'Hyundai', 'Dorado', 'estandar', 'Continental'),
('384', '1057', 'UQK-438', 'Kia', 'Crema', 'estandar', 'Michelin'),
('385', '4753', 'BFB-814', 'Mercedes-Benz', 'Cian', 'automatico', 'Continental'),
('386', '765', 'XYH-680', 'Tesla', 'Cian', 'estandar', 'Brigdestone'),
('387', '2260', 'NGY-939', 'Ferrari', 'Borgoña', 'estandar', 'Dunlop'),
('388', '3438', 'PZO-580', 'Chrysler', 'Crema', 'automatico', 'Brigdestone'),
('389', '3367', 'SFX-778', 'Porsche', 'Crema', 'automatico', 'Continental'),
('390', '1796', 'KRF-439', 'Tesla', 'Violeta', 'estandar', 'Michelin'),
('391', '4320', 'CGG-225', 'Alfa Romeo', 'Borgoña', 'automatico', 'Brigdestone'),
('392', '2243', 'IOT-592', 'Cadillac', 'Plateado', 'automatico', 'Pirelli'),
('393', '4701', 'WUQ-033', 'Dodge', 'Plateado', 'estandar', 'Dunlop'),
('394', '4155', 'UHT-569', 'Nissan', 'Dorado', 'estandar', 'Brigdestone'),
('395', '2629', 'URP-249', 'Koenigsegg', 'Crema', 'estandar', 'Brigdestone'),
('396', '1924', 'VIJ-888', 'Jeep', 'Dorado', 'automatico', 'Continental'),
('397', '3477', 'REY-301', 'Kia', 'Cian', 'automatico', 'Michelin'),
('398', '4645', 'DTH-249', 'Peugeot', 'Plateado', 'automatico', 'Continental'),
('399', '4844', 'PBW-511', 'Lamborguini', 'Crema', 'automatico', 'Continental'),
('400', '141', 'RLV-463', 'Tesla', 'Borgoña', 'automatico', 'Michelin'),
('401', '434', 'VAB-700', 'Toyota', 'Crema', 'estandar', 'Brigdestone'),
('402', '1073', 'AVI-372', 'SSC', 'Crema', 'automatico', 'Brigdestone'),
('403', '5155', 'GYK-944', 'Peugeot', 'Crema', 'estandar', 'Pirelli'),
('404', '159', 'TAK-847', 'Tesla', 'Violeta', 'automatico', 'Michelin'),
('405', '3950', 'CAX-312', 'Alfa Romeo', 'Dorado', 'estandar', 'Pirelli'),
('406', '2086', 'HNH-298', 'BMW', 'Crema', 'automatico', 'Continental'),
('407', '4000', 'VEP-300', 'Kia', 'Crema', 'automatico', 'Continental'),
('408', '2543', 'DNJ-211', 'Bentley', 'Crema', 'automatico', 'Dunlop'),
('409', '2820', 'VQB-652', 'BMW', 'Crema', 'estandar', 'Brigdestone'),
('410', '4236', 'WAJ-789', 'Mazda', 'Crema', 'estandar', 'Pirelli'),
('411', '3442', 'QSP-991', 'Ferrari', 'Crema', 'estandar', 'Michelin'),
('412', '1775', 'JTK-257', 'Rimac', 'Cian', 'automatico', 'Dunlop'),
('413', '3330', 'LPV-978', 'Bentley', 'Dorado', 'automatico', 'Brigdestone'),
('414', '3032', 'QRQ-436', 'Ford', 'Crema', 'estandar', 'Brigdestone'),
('415', '2917', 'NWM-472', 'Lamborguini', 'Plateado', 'estandar', 'Brigdestone'),
('416', '1166', 'JPQ-459', 'Kia', 'Plateado', 'automatico', 'Brigdestone'),
('417', '750', 'ARB-176', 'Chrysler', 'Dorado', 'automatico', 'Dunlop'),
('418', '1842', 'DZP-707', 'Aston Martin', 'Crema', 'automatico', 'Dunlop'),
('419', '5031', 'SKF-288', 'Renault', 'Violeta', 'estandar', 'Continental'),
('420', '4365', 'FXQ-256', 'BMW', 'Borgoña', 'automatico', 'Brigdestone'),
('421', '1085', 'AKN-408', 'Toyota', 'Violeta', 'estandar', 'Dunlop'),
('422', '518', 'NTE-414', 'BMW', 'Plateado', 'automatico', 'Michelin'),
('423', '2660', 'YOD-197', 'Volkswagen', 'Violeta', 'estandar', 'Brigdestone'),
('424', '4108', 'XIB-150', 'Lamborguini', 'Plateado', 'automatico', 'Michelin'),
('425', '1812', 'MEZ-853', 'Chevrolet', 'Cian', 'estandar', 'Pirelli'),
('426', '4043', 'GTZ-304', 'Tesla', 'Cian', 'estandar', 'Pirelli'),
('427', '513', 'JRF-411', 'Kia', 'Cian', 'automatico', 'Pirelli'),
('428', '502', 'ETR-612', 'Subaru', 'Violeta', 'estandar', 'Michelin'),
('429', '4561', 'BJP-521', 'Porsche', 'Crema', 'estandar', 'Pirelli'),
('430', '4951', 'MJF-331', 'Renault', 'Borgoña', 'automatico', 'Dunlop'),
('431', '4917', 'QCY-293', 'Maserati', 'Cian', 'estandar', 'Dunlop'),
('432', '650', 'BIM-520', 'Rimac', 'Plateado', 'estandar', 'Michelin'),
('433', '4677', 'JGX-459', 'Alfa Romeo', 'Borgoña', 'estandar', 'Michelin'),
('434', '244', 'KQO-803', 'Jeep', 'Crema', 'automatico', 'Michelin'),
('435', '4594', 'ZAI-342', 'Subaru', 'Cian', 'estandar', 'Michelin'),
('436', '3085', 'NED-441', 'Rimac', 'Plateado', 'automatico', 'Continental'),
('437', '5056', 'WOF-058', 'Land Rover', 'Cian', 'estandar', 'Dunlop'),
('438', '1115', 'HDW-959', 'Mazda', 'Cian', 'automatico', 'Continental'),
('439', '489', 'ENZ-593', 'Volkswagen', 'Borgoña', 'estandar', 'Michelin'),
('440', '4096', 'OBU-796', 'Kia', 'Violeta', 'estandar', 'Brigdestone'),
('441', '2464', 'MUD-802', 'SSC', 'Dorado', 'estandar', 'Dunlop'),
('442', '5018', 'JSL-931', 'Ferrari', 'Cian', 'estandar', 'Michelin'),
('443', '4575', 'QDW-283', 'Mercedes-Benz', 'Borgoña', 'estandar', 'Pirelli'),
('444', '3631', 'QIG-446', 'Nissan', 'Violeta', 'automatico', 'Michelin'),
('445', '3398', 'BGC-679', 'Audi', 'Plateado', 'automatico', 'Brigdestone'),
('446', '1258', 'VXT-129', 'Alfa Romeo', 'Crema', 'automatico', 'Brigdestone'),
('447', '4348', 'EIF-120', 'Subaru', 'Plateado', 'automatico', 'Continental'),
('448', '3416', 'DSW-813', 'Mazda', 'Violeta', 'automatico', 'Brigdestone'),
('449', '4837', 'AZL-625', 'Chevrolet', 'Borgoña', 'automatico', 'Continental'),
('450', '1018', 'IEN-694', 'Nissan', 'Dorado', 'automatico', 'Pirelli'),
('451', '1809', 'YKH-371', 'Tesla', 'Crema', 'automatico', 'Dunlop'),
('452', '2371', 'MAX-941', 'Alfa Romeo', 'Violeta', 'estandar', 'Michelin'),
('453', '3421', 'KIG-787', 'Bentley', 'Crema', 'estandar', 'Pirelli'),
('454', '3989', 'RHD-303', 'Tesla', 'Cian', 'estandar', 'Brigdestone'),
('455', '2978', 'MLB-411', 'Ford', 'Dorado', 'estandar', 'Dunlop'),
('456', '1083', 'OBY-379', 'BMW', 'Violeta', 'automatico', 'Continental'),
('457', '771', 'TJJ-545', 'Subaru', 'Plateado', 'automatico', 'Continental'),
('458', '3891', 'YEH-712', 'Kia', 'Crema', 'automatico', 'Brigdestone'),
('459', '2714', 'RDH-389', 'Tesla', 'Cian', 'estandar', 'Michelin'),
('460', '5086', 'GWO-879', 'Jaguar', 'Plateado', 'estandar', 'Continental'),
('461', '3394', 'TAM-022', 'Rimac', 'Crema', 'automatico', 'Continental'),
('462', '3853', 'YXB-615', 'Porsche', 'Dorado', 'automatico', 'Michelin'),
('463', '4214', 'LBE-058', 'Tesla', 'Crema', 'automatico', 'Dunlop'),
('464', '700', 'PCL-936', 'Lamborguini', 'Crema', 'automatico', 'Brigdestone'),
('465', '4406', 'XLP-153', 'Tesla', 'Plateado', 'estandar', 'Michelin'),
('466', '1496', 'VWW-342', 'Maserati', 'Plateado', 'estandar', 'Michelin'),
('467', '1934', 'MSG-350', 'Rimac', 'Violeta', 'estandar', 'Pirelli'),
('468', '3343', 'SOX-215', 'Toyota', 'Crema', 'automatico', 'Michelin'),
('469', '1141', 'EAN-051', 'Ferrari', 'Cian', 'automatico', 'Brigdestone'),
('470', '2548', 'FDW-675', 'Mercedes-Benz', 'Crema', 'automatico', 'Continental'),
('471', '2528', 'APA-233', 'Kia', 'Dorado', 'automatico', 'Dunlop'),
('472', '4977', 'DTP-489', 'Bentley', 'Violeta', 'estandar', 'Pirelli'),
('473', '2046', 'EIN-796', 'Koenigsegg', 'Dorado', 'estandar', 'Brigdestone'),
('474', '3269', 'LJI-715', 'Maserati', 'Dorado', 'automatico', 'Dunlop'),
('475', '3531', 'KXN-643', 'Bentley', 'Plateado', 'estandar', 'Pirelli'),
('476', '5093', 'DRK-291', 'Aston Martin', 'Plateado', 'estandar', 'Brigdestone'),
('477', '2386', 'TFS-877', 'SSC', 'Plateado', 'estandar', 'Pirelli'),
('478', '1192', 'SHG-562', 'Land Rover', 'Borgoña', 'estandar', 'Pirelli'),
('479', '1105', 'WXF-988', 'Ford', 'Violeta', 'automatico', 'Brigdestone'),
('480', '4053', 'UZJ-539', 'Aston Martin', 'Plateado', 'automatico', 'Pirelli'),
('481', '413', 'HJN-417', 'Dodge', 'Dorado', 'estandar', 'Continental'),
('482', '3222', 'KCT-130', 'Rimac', 'Borgoña', 'estandar', 'Michelin'),
('483', '1686', 'XEK-852', 'SSC', 'Borgoña', 'automatico', 'Brigdestone'),
('484', '3533', 'GTX-979', 'Bentley', 'Borgoña', 'estandar', 'Brigdestone'),
('485', '3139', 'GGS-786', 'Nissan', 'Cian', 'automatico', 'Dunlop'),
('486', '4946', 'ALF-637', 'Ford', 'Cian', 'automatico', 'Continental'),
('487', '1333', 'ITG-741', 'Lamborguini', 'Plateado', 'estandar', 'Michelin'),
('488', '2121', 'TMP-199', 'Jaguar', 'Dorado', 'automatico', 'Michelin'),
('489', '3841', 'XPY-139', 'Audi', 'Violeta', 'automatico', 'Pirelli'),
('490', '3037', 'EOC-532', 'Aston Martin', 'Dorado', 'estandar', 'Pirelli'),
('491', '4422', 'YCA-202', 'Mazda', 'Cian', 'estandar', 'Pirelli'),
('492', '4204', 'ZBN-753', 'Nissan', 'Violeta', 'automatico', 'Dunlop'),
('493', '4779', 'ECY-666', 'Porsche', 'Plateado', 'estandar', 'Continental'),
('494', '1886', 'HVJ-120', 'Renault', 'Dorado', 'automatico', 'Brigdestone'),
('495', '4462', 'QCU-941', 'Lamborguini', 'Borgoña', 'estandar', 'Pirelli'),
('496', '3703', 'ILM-981', 'Nissan', 'Dorado', 'automatico', 'Continental'),
('497', '376', 'CII-331', 'Bentley', 'Plateado', 'estandar', 'Michelin'),
('498', '3347', 'KUD-029', 'Audi', 'Borgoña', 'automatico', 'Continental'),
('499', '4557', 'JZZ-419', 'Subaru', 'Crema', 'estandar', 'Pirelli'),
('500', '1705', 'GHZ-558', 'Toyota', 'Plateado', 'estandar', 'Dunlop'),
('501', '646', 'TJU-259', 'Mercedes-Benz', 'Crema', 'automatico', 'Brigdestone'),
('502', '4451', 'ZYA-197', 'Ford', 'Crema', 'automatico', 'Pirelli'),
('503', '422', 'IHA-880', 'Land Rover', 'Plateado', 'estandar', 'Michelin'),
('504', '1424', 'PZU-634', 'Honda', 'Violeta', 'automatico', 'Brigdestone'),
('505', '2293', 'UES-390', 'Land Rover', 'Cian', 'automatico', 'Dunlop'),
('506', '3833', 'HCD-704', 'SSC', 'Dorado', 'estandar', 'Brigdestone'),
('507', '3059', 'TOO-819', 'Porsche', 'Dorado', 'estandar', 'Dunlop'),
('508', '4091', 'KLM-152', 'Toyota', 'Plateado', 'estandar', 'Brigdestone'),
('509', '2824', 'ZPC-196', 'BMW', 'Crema', 'estandar', 'Dunlop'),
('510', '3712', 'VYM-837', 'Koenigsegg', 'Violeta', 'estandar', 'Pirelli'),
('511', '1657', 'KKJ-798', 'Hyundai', 'Borgoña', 'automatico', 'Continental'),
('512', '1681', 'FYC-190', 'Koenigsegg', 'Dorado', 'estandar', 'Continental'),
('513', '3667', 'FTS-328', 'Lamborguini', 'Crema', 'automatico', 'Michelin'),
('514', '2605', 'IUW-725', 'Chrysler', 'Plateado', 'estandar', 'Pirelli'),
('515', '4211', 'GLM-619', 'Honda', 'Violeta', 'automatico', 'Michelin'),
('516', '1733', 'LLX-273', 'Aston Martin', 'Cian', 'estandar', 'Brigdestone'),
('517', '2906', 'EVD-825', 'Maserati', 'Cian', 'automatico', 'Dunlop'),
('518', '369', 'PCD-251', 'Cadillac', 'Violeta', 'automatico', 'Continental'),
('519', '1980', 'NWJ-857', 'Koenigsegg', 'Dorado', 'automatico', 'Pirelli'),
('520', '4740', 'GON-026', 'Jeep', 'Plateado', 'automatico', 'Dunlop'),
('521', '3067', 'XQJ-309', 'Lamborguini', 'Borgoña', 'estandar', 'Continental'),
('522', '137', 'YKF-049', 'BMW', 'Violeta', 'automatico', 'Continental'),
('523', '1968', 'UQV-669', 'Rimac', 'Crema', 'automatico', 'Pirelli'),
('524', '2941', 'YHL-363', 'Nissan', 'Dorado', 'automatico', 'Dunlop'),
('525', '1652', 'CVJ-962', 'Renault', 'Violeta', 'estandar', 'Pirelli'),
('526', '1758', 'XFB-936', 'SSC', 'Crema', 'estandar', 'Continental'),
('527', '4813', 'MHS-526', 'BMW', 'Violeta', 'automatico', 'Michelin'),
('528', '3086', 'MWR-377', 'Kia', 'Borgoña', 'automatico', 'Brigdestone'),
('529', '681', 'BHN-446', 'Maserati', 'Dorado', 'automatico', 'Dunlop'),
('530', '877', 'THV-227', 'Cadillac', 'Crema', 'automatico', 'Dunlop'),
('531', '883', 'SCH-938', 'Jaguar', 'Violeta', 'estandar', 'Dunlop'),
('532', '1978', 'TKT-556', 'Toyota', 'Crema', 'estandar', 'Continental'),
('533', '2374', 'BZK-036', 'Mazda', 'Dorado', 'automatico', 'Michelin'),
('534', '4384', 'XOG-518', 'Hyundai', 'Violeta', 'estandar', 'Brigdestone'),
('535', '241', 'LAW-635', 'Kia', 'Plateado', 'automatico', 'Pirelli'),
('536', '1299', 'UQE-120', 'Volkswagen', 'Cian', 'automatico', 'Michelin'),
('537', '4421', 'TAS-652', 'Tesla', 'Violeta', 'estandar', 'Brigdestone'),
('538', '2296', 'QRW-446', 'Chrysler', 'Cian', 'estandar', 'Brigdestone'),
('539', '1714', 'ZJS-545', 'Ford', 'Borgoña', 'estandar', 'Dunlop'),
('540', '5138', 'UHB-412', 'Ferrari', 'Plateado', 'estandar', 'Michelin'),
('541', '3905', 'LWX-793', 'Renault', 'Violeta', 'estandar', 'Continental'),
('542', '2402', 'PBI-778', 'Bentley', 'Violeta', 'automatico', 'Pirelli'),
('543', '3922', 'NCF-728', 'Toyota', 'Dorado', 'automatico', 'Dunlop'),
('544', '1261', 'QFW-982', 'Ferrari', 'Cian', 'estandar', 'Pirelli'),
('545', '3661', 'SME-935', 'Toyota', 'Dorado', 'estandar', 'Dunlop'),
('546', '1504', 'QPH-471', 'Kia', 'Dorado', 'estandar', 'Michelin'),
('547', '1108', 'GSJ-321', 'Volkswagen', 'Plateado', 'automatico', 'Continental'),
('548', '4181', 'UDS-166', 'Jeep', 'Violeta', 'estandar', 'Continental'),
('549', '3232', 'FRN-120', 'Cadillac', 'Crema', 'automatico', 'Michelin'),
('550', '2801', 'KWM-637', 'Aston Martin', 'Crema', 'estandar', 'Pirelli'),
('551', '1482', 'XVI-401', 'Jaguar', 'Borgoña', 'estandar', 'Continental'),
('552', '364', 'ODW-541', 'Rimac', 'Crema', 'automatico', 'Dunlop'),
('553', '3108', 'HUA-122', 'Bentley', 'Cian', 'estandar', 'Continental'),
('554', '4401', 'VGC-713', 'Koenigsegg', 'Borgoña', 'automatico', 'Michelin'),
('555', '3592', 'FSV-616', 'Tesla', 'Crema', 'estandar', 'Continental'),
('556', '3234', 'OVL-627', 'Aston Martin', 'Borgoña', 'automatico', 'Continental'),
('557', '5091', 'MPX-738', 'Toyota', 'Crema', 'estandar', 'Brigdestone'),
('558', '1003', 'WTD-625', 'Mazda', 'Crema', 'automatico', 'Brigdestone'),
('559', '1350', 'EZC-237', 'Bentley', 'Borgoña', 'estandar', 'Dunlop'),
('560', '558', 'LGY-990', 'Renault', 'Violeta', 'automatico', 'Continental'),
('561', '2489', 'XYS-525', 'Aston Martin', 'Violeta', 'automatico', 'Michelin'),
('562', '3436', 'PTZ-351', 'Mercedes-Benz', 'Plateado', 'estandar', 'Michelin'),
('563', '1070', 'BVB-244', 'Honda', 'Plateado', 'automatico', 'Michelin'),
('564', '1868', 'YLI-706', 'Mazda', 'Plateado', 'automatico', 'Michelin'),
('565', '4767', 'IXD-041', 'Mercedes-Benz', 'Crema', 'automatico', 'Brigdestone'),
('566', '657', 'ZEU-832', 'Alfa Romeo', 'Cian', 'automatico', 'Pirelli'),
('567', '1683', 'UOA-954', 'Lamborguini', 'Crema', 'estandar', 'Michelin'),
('568', '2863', 'TUE-190', 'Mazda', 'Plateado', 'automatico', 'Michelin'),
('569', '467', 'HLM-532', 'Subaru', 'Borgoña', 'estandar', 'Pirelli'),
('570', '5044', 'FMY-105', 'BMW', 'Plateado', 'estandar', 'Brigdestone'),
('571', '1887', 'QMF-231', 'Mazda', 'Crema', 'automatico', 'Brigdestone'),
('572', '1227', 'AIA-058', 'Alfa Romeo', 'Crema', 'estandar', 'Pirelli'),
('573', '5061', 'TVG-151', 'Mazda', 'Borgoña', 'estandar', 'Dunlop'),
('574', '1445', 'TFA-898', 'Honda', 'Crema', 'estandar', 'Brigdestone'),
('575', '4267', 'QHT-774', 'Kia', 'Plateado', 'automatico', 'Pirelli'),
('576', '3265', 'MRU-609', 'Dodge', 'Cian', 'estandar', 'Pirelli'),
('577', '3658', 'SQH-439', 'Nissan', 'Crema', 'automatico', 'Michelin'),
('578', '3103', 'YAV-057', 'Subaru', 'Dorado', 'automatico', 'Continental'),
('579', '3364', 'UPO-517', 'Ferrari', 'Borgoña', 'estandar', 'Continental'),
('580', '1009', 'IHW-352', 'Jaguar', 'Dorado', 'automatico', 'Continental'),
('581', '3312', 'FLX-734', 'BMW', 'Borgoña', 'automatico', 'Continental'),
('582', '1438', 'GUJ-157', 'Dodge', 'Violeta', 'estandar', 'Pirelli'),
('583', '3279', 'LGZ-357', 'Subaru', 'Plateado', 'automatico', 'Michelin'),
('584', '1226', 'UEV-432', 'Bentley', 'Cian', 'estandar', 'Brigdestone'),
('585', '958', 'EFF-684', 'Ferrari', 'Plateado', 'automatico', 'Continental'),
('586', '4573', 'VZG-513', 'Bentley', 'Plateado', 'automatico', 'Pirelli'),
('587', '455', 'LME-326', 'Honda', 'Dorado', 'automatico', 'Continental'),
('588', '3113', 'DLU-471', 'Aston Martin', 'Borgoña', 'estandar', 'Pirelli'),
('589', '4919', 'KYQ-505', 'Alfa Romeo', 'Dorado', 'estandar', 'Continental'),
('590', '3695', 'HTE-313', 'Alfa Romeo', 'Crema', 'estandar', 'Pirelli'),
('591', '4172', 'PDY-591', 'Kia', 'Plateado', 'automatico', 'Continental'),
('592', '2098', 'BQZ-793', 'Subaru', 'Violeta', 'automatico', 'Pirelli'),
('593', '4124', 'JBP-929', 'Cadillac', 'Cian', 'automatico', 'Michelin'),
('594', '4765', 'VRT-030', 'Kia', 'Plateado', 'automatico', 'Dunlop'),
('595', '2731', 'UUY-846', 'Ferrari', 'Plateado', 'estandar', 'Pirelli'),
('596', '884', 'TBJ-489', 'Jeep', 'Crema', 'estandar', 'Dunlop'),
('597', '1566', 'NGM-354', 'Ferrari', 'Violeta', 'estandar', 'Brigdestone'),
